FullName,AfterComma,KeyCode,Class,NameType,Other_Name_Info,familyName,givenName,birthDate,deathDate,OtherAssociatedDate,gender,nationality,Title,Info,Info_Cleaned,jobTitle,spouse,children,parent,sibling,relatedTo,Relationship,Record_About,Years_BD,Year_Married,Year_Remarried
"Ludre, Solange Bianchi, marquise René de",", Solange Bianchi, marquise René de",ludre1,0,,,,,,,,Female,,,"mariée en 1895, soeur de la comtesse Joachim Murat",soeur de la comtesse Joachim Murat,,,,,,,,False,,1895,
"Ludre, comte Ferri de",", comte Ferri de",ludre2,0,,,,,1870,1915,,Male,,,"1870-1915, député",député,,,,,,,,False,1870-1915,,
"Ludre, Louise de Maillé de la Tour-Landry, comtesse Ferri de",", Louise de Maillé de la Tour-Landry, comtesse Ferri de",ludre3,0,,,,,1873,,,Female,,,"1873-?, mariée en 1894",,,,,,,,,False,,1894,
"Ludre, marquis René de",", marquis René de",ludre4,0,,,,,1864,,,Male,,,1864-?,,,,,,,,,False,,,
"Lugné-Poe, Alexandre-F.",", Alexandre-F.",lugnep1,0,,,,,1870,1940,,,,,"1870-1940, directeur du théâtre de l'Oeuvre",directeur du théâtre de l'Oeuvre,,,,,,,,False,1870-1940,,
"Luguet, André Maurice Allioux-Luguet,dit André",", André Maurice Allioux-Luguet,dit André",luguet1,0,,,,,1899,,,,,,"1899-?, acteur",acteur,,,,,,,,False,,,
"Lully, ou Lulli Jean-Baptiste",", ou Lulli Jean-Baptiste",lully1,0,,,,,1633,1687,,,,,"1633-1687, compositeur",compositeur,,,,,,,,False,1633-1687,,
"Lumbroso, Alberto de",", Alberto de",lumbro1,0,,,,,1872,1942,,,,,"1872-1942, historien, homme de lettres italien",historien,,,,,,,,False,1872-1942,,
"Lupin, Arsène",", Arsène",lupin1,0,,,,,,,,,,,personnage de Maurice Leblanc,personnage de Maurice Leblanc,,,,,,,,False,,,
"Luppé, marquis Pierre de",", marquis Pierre de",luppe1,0,,,,,1866,1934,,Male,,,1866-1934,,,,,,,,,False,1866-1934,,
"Lussan, Zélie de",", Zélie de",lussan1,0,,,,,1863,1949,,,,,"1863-1949, chanteuse américaine de parents français",chanteuse américaine de parents français,,,,,,,,False,1863-1949,,
"Luxelles, Jane de",", Jane de",luxell1,0,,,,,,,1904,,,,danseuse? en 1904,danseuse,,,,,,,,False,,,
"Luxer, général de",", général de",luxer1,0,,,,,1846,,,,,,"1846-?, Affaire Dreyfus",Affaire Dreyfus,,,,,,,,False,,,
"Luynes, Yolande de la Rochefoucauld, duchesse de Charles de",", Yolande de la Rochefoucauld, duchesse de Charles de",luynes1,0,,,Luynes,,1849,1905,,Female,,,"1849-1905, fille de Sosthènes de Doudeauville (de son premier mariage)",fille de Sosthènes de Doudeauville (de son premier mariage),,,luynes2,,,,,False,1849-1905,,
"Luynes et de Chevreuse, Honoré d'Albert, duc de",", Honoré d'Albert, duc de",luynes2,0,,,,,1868,1924,,Male,,,1868-1924,,,luynes3,chevre2,luynes1,,,,False,1868-1924,,
"Luynes, Symone de Crussol d'Uzès, duchesse Honoré de",", Symone de Crussol d'Uzès, duchesse Honoré de",luynes3,0,,,Luynes,,1870,,,Female,,,"1870-?, mariée en 1889",,,luynes2,chevre2,,brissa2,,,False,,1889,
"Luys, Germaine Lavignac, Mme Georges",", Germaine Lavignac, Mme Georges",luys1,0,,,,,,,1907,Female,,,en 1907,,,,,,,,,False,,,
"Luzarche d'Azay, Roger",", Roger",luzarc1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Lyautey, général Hubert",", général Hubert",lyaute1,0,,,,,1854,1934,,,,,1854-1934,,,,,,,,,False,1854-1934,,
"Lyon, Georges",", Georges",lyon2,0,,,,,1853,1929,,,,,"1853-1929, philosophe, administrateur, beau-père de Madeleine, Jacques et Louis Breguet, père de Gilbert Lyon",philosophe,,,,,,,,False,1853-1929,,
"Lyon, Gilbert",", Gilbert",lyon3,0,,,,,,,,,,,"fils de Georges Lyon, demi-frère de Madeleine, Louis et Jacques Breguet",fils de Georges Lyon,,,,,,,,False,,,
"Lyon, Henri",", Henri",lyon4,0,,,,,1856,,,,,,"1856-?, auteur dramatique",auteur dramatique,,,,,,,,False,,,
"Lyon-Caen, Charles-Léon",", Charles-Léon",lyonc1,0,,,,,1843,1935,,,,,"1843-1935, professeur de droit",professeur de droit,,,,,,,,False,1843-1935,,
"Lysès, Charlotte Augustine Lejeune, dite Charlotte",", Charlotte Augustine Lejeune, dite Charlotte",lyses1,0,,,,,1877,1956,1918,,,,"1877-1956, actrice; 1ère épouse de Sacha Guitry, mariée en 1907, divorcée en 1918",actrice,,,,,,,,False,1877-1956,1907,
"Lyssan, Odette",", Odette",lyssan1,0,,,,,,,,,,,actrice,actrice,,,,,,,,False,,,
"Lytton, Edward Robert Bulwer, lord",", Edward Robert Bulwer, lord",lytton1,0,,,,,1831,1891,,,,,"1831-1891, ambassadeur d'Angleterre en France",ambassadeur d'Angleterre en France,,,,,,,,False,1831-1891,,
"Lytton, Edith Villiers, lady",", Edith Villiers, lady",lytton2,0,,,,,,,,,,,,,,,,,,,,False,,,
"Lytton, Edward George Bulwer",", Edward George Bulwer",lytton3,0,,,,,1803,1873,,,,,"1803-1873, romancier, homme d'état anglais",romancier,,,,,,,,False,1803-1873,,
"Mabilleau, Léopold",", Léopold",mabill1,0,,,,,1853,1941,,,,,1853?-1941,,,,,,,,,False,1853-1941,,
"Machard, Alfred",", Alfred",machar1,0,,,,,1887,,,,,,"1887-?, homme de lettres",homme de lettres,,,,,,,,False,,,
"Mac Leod, Hélène de Flers, Mme",", Hélène de Flers, Mme",macleo1,0,,,,,,,,Female,,,soeur de Robert de Flers,soeur de Robert de Flers,,,,,,,,False,,,
"Mac Mahon et duc de Magenta, Patrice marquis de",", Patrice marquis de",macmah1,0,,,,,1855,,,Male,,,1855-?,,,,,,,,,False,,,
"Macon, Gustave Auguste",", Gustave Auguste",macon1,0,,,,,1865,1930,,,,,"1865-1930, historien, conservateur de musée",historien,,,,,,,,False,1865-1930,,
"MacSwiney, Terence Joseph",", Terence Joseph",macswi1,0,,,,,1879,1920,,,,,"1879–1920, Dramaturge, romancier et politicien irlandais (THRA)",Dramaturge,,,,,,,,False,1879-1920,,
"Madeleine, Jacques",", Jacques",madele1,0,,,,,1859,,,,,,1859- ; lecteur chez Fasquelle qui a rédigé le rapport sur Swann publié par Henri Bonnet dans le Figaro littéraire du 8 décembre 1966 (Kolb's name file) (LJP),lecteur chez Fasquelle qui a rédigé le rapport sur Swann publié par Henri Bonnet dans le Figaro littéraire du 8 décembre 1966 (Kolb's name file),,,,,,,,False,,,
"Fabre, Edmond, pseud. Jean Madeline",", Edmond, pseud. Jean Madeline",madeli1,0,,,,,,,,,,,journaliste,journaliste,,,,,,,,False,,,
"Madrazo, Louis de",", Louis de",madraz1,0,,,Madrazo,,1825,1897,,,,,"1825?-1897, peintre espagnol",peintre espagnol,,,,,,,,False,1825-1897,,
"Madrazo, Raymundo de",", Raymundo de",madraz2,0,,,Madrazo,,1841,1920,,,,,"1841-1920, peintre",peintre,,,,,,,,False,1841-1920,,
"Madrazo, Federico ou Frédéric, dit Coco",", Federico ou Frédéric, dit Coco",madraz3,0,,,Madrazo,,1878,1938,,,,,"1878?-1938, peintre",peintre,,,,,,,,False,1878-1938,,
"Maen, Georges",", Georges",maen1,0,,,,,,,1900,,,,témoin de Mme Alphonse Proust (1900),témoin de Mme Alphonse Proust,,,,,,,,False,,,
"Maeterlinck, Maurice",", Maurice",maeter1,0,,,,,1862,1949,,,,,"1862-1949,écrivain belge",écrivain belge,,,,,,,,False,1862-1949,,
"Maeterlinck, Georgette Leblanc, Mme Maurice",", Georgette Leblanc, Mme Maurice",maeter2,0,,,,,1875,,,Female,,,"1875-?, mariée en 1902, actrice, cantatrice, sculpteur",actrice,,,,,,,,False,,1902,
"Magnard, Francis",", Francis",magnar1,0,,,,,1837,1894,,,,,"1837-1894, journaliste",journaliste,,,,,,,,False,1837-1894,,
"Magnard, Albéric",", Albéric",magnar2,0,,,,,1865,1914,,,,,"1865-1914, compositeur, fils de Francis Magnard",compositeur,,,,,,,,False,1865-1914,,
"Magne, A.",", A.",magne1,0,,,,,,,1906,,,,journaliste au Gaulois en 1906,journaliste au Gaulois,,,,,,,,False,,,
"Magne, Lucien",", Lucien",magne2,0,,,,,1849,1916,,,,,"1849-1916, architecte",architecte,,,,,,,,False,1849-1916,,
"Magne, René",", René",magne3,0,,,,,1876,,,,,,"1876-?, peintre",peintre,,,,,,,,False,,,
"Magne, Louise Splinguet, Mme René",", Louise Splinguet, Mme René",magne4,0,,,,,,,,Female,,,mariée en 1911,,,,,,,,,False,,1911,
"Magnier, Edmond",", Edmond",magnie1,0,,,,,1841,1906,,,,,"1841-1906, journaliste, homme politique",journaliste,,,,,,,,False,1841-1906,,
"Magnin, Joseph",", Joseph",magnin1,0,,,,,1824,1910,,,,,"1824-1910, homme politique",homme politique,,,,,,,,False,1824-1910,,
"Magnus, Estie (ou Esty) ben Nahmias, Mme Louis",", Estie (ou Esty) ben Nahmias, Mme Louis",magnus1,0,,,,,,,,Female,,,soeur d'Albert Nahmias,soeur d'Albert Nahmias,,,,,,,,False,,,
"Magre, Maurice",", Maurice",magre1,0,,,,,1877,1941,,,,,"1877-1941, poète, auteur dramatique",poète,,,,,,,,False,1877-1941,,
"Maheux, Louis",", Louis",maheux1,0,,,,,,,1908,,,,"télégraphiste, en 1908",télégraphiste,,,,,,,,False,,,
"Mahot de La Quérantonnais, Jean",", Jean",mahot1,0,,,,,,,1908,,,,en 1908,,,,,,,,,False,,,
"Maillé de La Tour Landry, Madeleine de Montesquiou-Fezensac, comtesse François de",", Madeleine de Montesquiou-Fezensac, comtesse François de",maille1,0,,,,,1866,1896,,Female,,,"1866?-1896, première épouse du comte",,,,,,,,wife of: comte,False,1866-1896,,
"Maillé de La Tour Landry, comte François de",", comte François de",maille2,0,,,,,1862,,1907,Male,,,"1862-?, fils d'Armand-Urbain-Louis comte de Maillé de La Tour Landry, frère du duc de Plaisance mort en 1907",fils d'Armand-Urbain-Louis comte de Maillé de La Tour Landry,,,,,,,,False,,,
"Maillé de La Tour Landry, Armand-Urbain-Louis comte de",", Armand-Urbain-Louis comte de",maille3,0,,,,,1816,1903,,Male,,,"1816-1903, père du comte François de Maillé de La Tour Landry et du duc de Plaisance",père du comte François de Maillé de La Tour Landry et du duc de Plaisance,,,,,,,,False,1816-1903,,
"Maillé, Jeanne Lebrun des ducs de Plaisance, comtesse de du comte François de Maillé de La Tour Landry et du duc de Plaisance Armand-Urbain-Louis",", Jeanne Lebrun des ducs de Plaisance, comtesse de du comte François de Maillé de La Tour Landry et du duc de Plaisance Armand-Urbain-Louis",maille4,0,,,,,1835,1920,,Female,,,"1835-1920, mariée en 1853, mère",mère,,,,,,,,False,1835-1920,1853,
"Mailly-Nesle, comtesse de, née Marie de Goulaine",", comtesse de, née Marie de Goulaine",mailly1,0,,,Mailly-Nesle,,,1935,,Female,,,?-1935,,,,,,,,,False,,,
"Mainguet, Pierre",", Pierre",maingu1,0,,,,,1855,1926,,,,,"1855-1926, éditeur, imprimeur",éditeur,,,,,,,,False,1855-1926,,
"Maintenant, M. de",", M. de",mainte1,0,,,,,,,1897,,,,témoin de Paul Adam à son mariage en 1897,témoin de Paul Adam à son mariage,,,,,,,,False,,,
"Maistre Saint-Denis, Suzanne",", Suzanne",maistr1,0,,,,,,,,,,,editrice des Registres de Jacques Copeau,editrice des Registres de Jacques Copeau,,,,,,,,False,,,
"Maizeroy, René-Jean Toussaint-; pseud. René, Coq Hardy, Mora, Chassagnol, Satorys, Frescata",", René-Jean Toussaint-; pseud. René, Coq Hardy, Mora, Chassagnol, Satorys, Frescata",maizer1,0,,,,,1856,1918,,,,,"1856-1918, homme de lettres",homme de lettres,,,,,,,,False,1856-1918,,
"Malaparte, Curzio",", Curzio",malapa1,0,,,,,1898,1957,,,,,1898-1957; auteur dramatique ljp,auteur dramatique,,,,,,,,False,1898-1957,,
"Mâle, Mathieu-Émile",", Mathieu-Émile",male1,0,,,,,1862,1954,,,,,"1862-1954, historien d'art",historien d'art,,,,,,,,False,1862-1954,,
"Maleissye-Melun, Charles comte de",", Charles comte de",maleis1,0,,,,,1875,,,Male,,,1875- ; 29 mars 1903 prend le nom et armes de Melun sous le testament du dernier comte de Melun; épouse 10 oct 1900 Valentine de Melun Ruvigny ljp,29 mars 1903 prend le nom et armes de Melun sous le testament du dernier comte de Melun,,,,,,,,False,,,
"Maleville, Marguerite Berthier, comtesse de",", Marguerite Berthier, comtesse de",malevi1,0,,,,,,,1908,Female,,,en 1908,,,,,berthi2,,,,False,,,
"Maleville, Marie Berthier, comtesse Jacques de",", Marie Berthier, comtesse Jacques de",malevi2,0,,,,,,,1908,Female,,,en 1908,,,,,berthi2,,,,False,,,
"Malherbe, Henry",", Henry",malher1,0,,,,,1882,,1917,,,,"1882-?, romancier; auteur de La flamme au poing, récompensé par le Prix Goncourt en 1917",romancier,,,,,,,,False,,,
"Mallarmé, Stéphane",", Stéphane",mallar1,0,,,,,1842,1898,,,,,"1842-1898, poète",poète,,,,,,,,False,1842-1898,,
"Mallet, Robert",", Robert",mallet1,0,,,,,,,,,,,"poète, critique, romancier",poète,,,,,,,,False,,,
"Mallet, Mlle Félicia",", Mlle Félicia",mallet3,0,,,,,,,1888,Female,,,"chanteuse, débute en 1888",chanteuse,,,,,,,,False,,,
"Mallet, Mme Etienne",", Mme Etienne",mallet4,0,,,,,,,1903,Female,,,chez Mme Lemaire en 1903,chez Mme Lemaire,,,,,,,,False,,,
"Malleterre, général Gabriel",", général Gabriel",mallet6,0,,,,,1858,1923,,,,,1858-1923; a servi pendant la 1ere guerre mondiale et s'est sensibilisé à la cause des invalides; auteur de plusieurs livres sur la guerre (LJP),a servi pendant la 1ere guerre mondiale et s'est sensibilisé à la cause des invalides,,,,,,,,False,1858-1923,,
"Mallet, Mlle Agnès",", Mlle Agnès",mallet7,0,,,,,,,,Female,,,"fille de Frédéric M., banquier parisien (LJP)",fille de Frédéric M.,,,,,,,,False,,,
"Malot, Hector",", Hector",malot1,0,,,,,1830,1907,,,,,"1830-1907, romancier",romancier,,,,,,,,False,1830-1907,,
"Mesple, Lucie Malot, Mme André",", Lucie Malot, Mme André",malot2,0,,,,,,,,Female,,,Fille d'Hector Malot,Fille d'Hector Malot,,,,,,,,False,,,
"Malvy, Louis",", Louis",malvy1,0,,,,,1875,1949,,,,,"1875-1949, homme politique",homme politique,,,,,,,,False,1875-1949,,
"Manchester, Helena Zimmermann, duchesse de",", Helena Zimmermann, duchesse de",manche1,0,,,,,,,,Female,,,mariée en 1900,,,,,,,,,False,,1900,
"Mancini, Pascal-Stanislas",", Pascal-Stanislas",mancin1,0,,,,,1817,1888,,,,,1817-1888,,,,,,,,,False,1817-1888,,
"Mandat-Grancey, Élisabeth de Flers, baronne Antonin de",", Élisabeth de Flers, baronne Antonin de",mandat1,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Mandat-Grancey, baron Antonin de",", baron Antonin de",mandat2,0,,,,,,,,Male,,,officier de marine,officier de marine,,,,,,,,False,,,
"Mandat-Grancey, colonel baron de",", colonel baron de",mandat3,0,,,,,,,,Male,,,père du baron Antonin,père du baron Antonin,,,,,,,,False,,,
"Manerville, Paul de",", Paul de",manerv1,0,,,,,,,,,,,"personnage de la Comédie Humaine, de Balzac",personnage de la Comédie Humaine,,,,,,,,False,,,
"Manet, Édouard",", Édouard",manet1,0,,,,,1832,1883,,,,,"1832-1883, peintre",peintre,,,,,,,,False,1832-1883,,
"Mangin, Général Charles",", Général Charles",mangin1,0,,,,,1866,1925,,,,,1866–1925; général pendant la 1ère Guerre Mondiale ljp,général pendant la 1ère Guerre Mondiale,,,,,,,,False,1866-1925,,
"Manière, A.",", A.",manier1,0,,,,,,,1898,,,,"journaliste, secrétaire de rédaction de La Justice en 1898",journaliste,,,,,,,,False,,,
"Catusse, Marguerite Maniez, Mme Henry Gauthier-Villars, puis Mme Charles; pseud. Meg Villars",", Marguerite Maniez, Mme Henry Gauthier-Villars, puis Mme Charles; pseud. Meg Villars",maniez1,0,,,,,1885,1960,,Female,,,"1885-1960, danseuse, épouse H. Gauthier-Villars le 15 juin 1911, divorce le 13 décembre 1920",danseuse,dancer,gauthi1; catuss4,,,,,,False,1885-1960,,
"Mann, Horace",", Horace",mann1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Manners, lady Marjorie",", lady Marjorie",manner1,0,,,,,1883,,,,,,"1883-?, fille aînée de la duchesse de Rutland",fille aînée de la duchesse de Rutland,,,,,,,,False,,,
Man Ray; pseud. d'Emmanuel Radnitzsky,,manray1,0,,,,,1890,1976,,,,,1890-1976; artiste dadaiste et surréaliste américain ljp,artiste dadaiste et surréaliste américain,,,,,,,,False,1890-1976,,
"Mansilla, Lucio Victorio",", Lucio Victorio",mansil1,0,,,,,1831,1913,,,,,"1831-1913, général argentin, écrivain",général argentin,,,,,,,,False,1831-1913,,
"Mansuy, Michel",", Michel",mansuy1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Mante-Proust, Adrienne Proust, Mme Gérard Mante, dite Suzy",", Adrienne Proust, Mme Gérard Mante, dite Suzy",mante1,0,,,,,1903,1986,,Female,,,"1903-1986, fille du Dr Robert Proust",fille du Dr Robert Proust,,,,,,,,False,1903-1986,,
"Mante, Louise",", Louise",mante2,0,,,,,,,1907,,,,chanteuse (1907),chanteuse,,,,,,,,False,,,
"Mante, Blanche",", Blanche",mante3,0,,,,,,,1907,,,,chanteuse (1907),chanteuse,,,,,,,,False,,,
"Mante, Juliette Rostand, Mme Louis",", Juliette Rostand, Mme Louis",mante4,0,,,,,1872,,1890,Female,,,"1872-?, fiancée en 1890, soeur d'Edmond Rostand, belle-mère de Suzy Mante-Proust",fiancée,,,,,,,,False,,,
"Mantegna, Andrea",", Andrea",manteg1,0,,,,,1431,1506,,,,,"1431-1506, peintre italien",peintre italien,,,,,,,,False,1431-1506,,
"Mantin, Georges; pseud. Octave Rémi",", Georges; pseud. Octave Rémi",mantin1,0,,,,,1850,,,,,,"1850-?, botaniste, compositeur",botaniste,,,,,,,,False,,,
"Mantoue, duc de",", duc de",mantou1,0,,,,,,,,Male,,,"personnage de l'opéra ""Rigoletto"", de Giuseppe Verdi","personnage de l'opéra ""Rigoletto""",,,,,,,,False,,,
"Manuel, Jean",", Jean",manuel1,0,,,,,,,1904,,,,critique dramatique (1904),critique dramatique,,,,,,,,False,,,
"Manuel, Georges-Henri",", Georges-Henri",manuel2,0,,,,,,,1906,,,,en 1906,,,,,,,,,False,,,
"Marais, Paul",", Paul",marais1,0,,,,,,,,,,,bibliothécaire à la Mazarine,bibliothécaire à la Mazarine,,,,,,,,False,,,
"Marais, Henri-Octave",", Henri-Octave",marais2,0,,,,,,,1906,,,,"agrégé de l'Université, marié en 1906",agrégé de l'Université,,marais3,,marais4,marais5,,,False,,,
"Landowski, Amélie Cruppi, Mme Henri-Octave Marais, puis Mme Paul",", Amélie Cruppi, Mme Henri-Octave Marais, puis Mme Paul",marais3,0,,,,,1885,,1913,Female,,,"1885-?, mariée en 1906 avec Marais, puis en 1913 avec Landowski",avec Marais,,marais2; landow2,,cruppi1; cruppi2,cruppi3; cruppi4; cruppi6,,,False,,1906,
"Marais, Octave",", Octave",marais4,0,,,,,1837,1912,,,,,"1837-1912, avocat, père d'Henri-Octave Marais",avocat,,,marais2; marais5,,,,,False,1837-1912,,
"Marais, Georges",", Georges",marais5,0,,,,,,,,,,,frère d'Henri-Octave Marais,frère d'Henri-Octave Marais,,,,marais4,marais2,,,False,,,
"Maran, René",", René",maran1,0,,,,,1887,1960,,,,,"1887-1960; auteur qui a gagné le Prix Goncourt de 1920 pour _Batouala, véritable roman nègre_",auteur qui a gagné le Prix Goncourt de 1920 pour _Batouala,,,,,,,,False,1887-1960,,
"Marbeau, abbé Emmanuel",", abbé Emmanuel",marbea1,0,,,,,,,1897,,,,curé de St-Honoré d'Eylau en 1897,curé de St-Honoré d'Eylau,,,,,,,,False,,,
"Marbo, Marguerite Appell, Mme Émile Borel, dite Camille",", Marguerite Appell, Mme Émile Borel, dite Camille",marbo1,0,,,,,1883,1969,,Female,,,"1883-1969, femme de lettres",femme de lettres,,,,,,,,False,1883-1969,,
"Marboutin, F.",", F.",marbou1,0,,,,,,,1906,,,,expert d'art (1906),expert d'art,,,,,,,,False,,,
"Martinez de Campos, Arsenio",", Arsenio",marcam1,0,,,,,1831,1900,,,,,"1831-1900, général espagnol",général espagnol,,,,,,,,False,1831-1900,,
"Marcel, ou le Narrateur",", ou le Narrateur",marcel1,0,,,,,,,,,,,Narrateur de la Recherche,Narrateur de la Recherche,,,,,,,,False,,,
"Marcel, Pierre",", Pierre",marcel2,0,,,,,,,1902,,,,critique d'art? (1902),critique d'art,,,,,,,,False,,,
"Marchand, Jean-Baptiste",", Jean-Baptiste",marcha1,0,,,,,1863,1934,,,,,"1863-1934, militaire, explorateur",militaire,,,,,,,,False,1863-1934,,
"Marchand, Georges",", Georges",marcha2,0,,,,,1874,,,,,,"1874-?, fils de Léon Marchand",fils de Léon Marchand,,,,,,,,False,,,
"Marchal, Théophile",", Théophile",marcha3,0,,,,,,,,,,,"personnage de la pièce ""La belle Madame Héber"" d'Abel Hermant","personnage de la pièce ""La belle Madame Héber"" d'Abel Hermant",,,,,,,,False,,,
"Marchesi, Blanche de Castrone-Marchesi, baronne Anzon-Caccamisi, dite Mme Blanche",", Blanche de Castrone-Marchesi, baronne Anzon-Caccamisi, dite Mme Blanche",marche1,0,,,,,,,,Female,,,chanteuse,chanteuse,,,,,,,,False,,,
"Marchesseau, Mlle",", Mlle",marche2,0,,,,,1899,,,Female,,,"1899?-?, dactylographe chez Gallimard",dactylographe chez Gallimard,,,,,,,,False,,,
"Marcieu, comte Humbert de",", comte Humbert de",marcie1,0,,,,,1858,,,Male,,,1858-?,,,,,,,,,False,,,
"Marcieu, Pauline de Beauffort, comtesse Humbert de",", Pauline de Beauffort, comtesse Humbert de",marcie2,0,,,,,,,,Female,,,mariée en 1890,,,,,,,,,False,,1890,
"Marconi, Guglielmo",", Guglielmo",marcon1,0,,,,,1874,1937,,,,,"1874-1937, physicien italien",physicien italien,,,,,,,,False,1874-1937,,
"Marcuard, Mme Jules;née Hartmann",", Mme Jules;née Hartmann",marcua1,0,,,Marcuard,,,1931,,Female,,,?-1931,,,,,,,,,False,,,
"Pourtalès, Hélène Marcuard, comtesse Guy de",", Hélène Marcuard, comtesse Guy de",marcua3,0,,,Pourtalès,,,,,Female,,Countess,mariée en 1911,,,pourta10,,,,,,False,,1911,
"Marcy, Henri Louis",", Henri Louis",marcy1,0,,,,,1845,,,,,,"1845-?, officier, Affaire Dreyfus",officier,,,,,,,,False,,,
"Mardo, Camille",", Camille",mardo1,0,,,,,,,,,,,Membre du comité de rédaction de La Revue du Mois,Membre du comité de rédaction de La Revue du Mois,,,,,,,,False,,,
"Mardrus, Dr. Joseph Charles Victor",", Dr. Joseph Charles Victor",mardru1,0,,,,,1868,1949,,,,,"1868-1949, médecin, traducteur",médecin,,,,,,,,False,1868-1949,,
"Maréchal, J.",", J.",marech1,0,,,,,,,1911,,,,collaborateur de Comoedia en 1911,collaborateur de Comoedia,,,,,,,,False,,,
"Mareschal, capitaine Henri",", capitaine Henri",maresc1,0,,,,,,,,,,,Affaire Dreyfus,Affaire Dreyfus,,,,,,,,False,,,
"Maret, Henry",", Henry",maret1,0,,,,,1837,1917,,,,,"1837-1917, homme politique",homme politique,,,,,,,,False,1837-1917,,
"Marfan, Dr Antoine Bernard",", Dr Antoine Bernard",marfan1,0,,,,,1838,1942,,,,,1838-1942,,,,,,,,,False,1838-1942,,
"Marfaux, Guy",", Guy",marfau1,0,,,,,,,,,,,Personnage de Paul Hervieu,Personnage de Paul Hervieu,,,,,,,,False,,,
"Marfaux, Cyprien",", Cyprien",marfau2,0,,,,,,,,,,,Personnage de Paul Hervieu,Personnage de Paul Hervieu,,,,,,,,False,,,
"Margerie, Pierre de",", Pierre de",marger1,0,,,,,1861,1942,,,,,"1861-1942, diplomate",diplomate,,,,,,,,False,1861-1942,,
"Margerie, Jeanne Rostand, Mme Pierre de",", Jeanne Rostand, Mme Pierre de",marger2,0,,,,,,,,Female,,,fille d'Eugène Rostand,fille d'Eugène Rostand,,,,,,,,False,,,
"Marghiloman, princesse A. Stirbey, Mme Alexandre",", princesse A. Stirbey, Mme Alexandre",marghi1,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Margot, la reine",", la reine",margot2,0,,,,,,,,,,,"personne de la pièce ""Le Vert-Galant"" d'Émile Moreau","personne de la pièce ""Le Vert-Galant"" d'Émile Moreau",,,,,,,,False,,,
"Margueritte, Paul",", Paul",margue1,0,,,,,1860,1918,,,,,"1860-1918, homme de lettres",homme de lettres,,,,,,,,False,1860-1918,,
"Margueritte, Victor",", Victor",margue2,0,,,,,1867,1942,,,,,"1867-1942, écrivain, frère de Paul Margueritte",écrivain,,,,,,,,False,1867-1942,,
"Marguillier, Auguste",", Auguste",margui1,0,,,,,1862,1943,,,,,"1862-1943, historien d'art",historien d'art,,,,,,,,False,1862-1943,,
"Marié de Lisle, Jeanne",", Jeanne",marie2,0,,,,,1872,1926,,,,,"1872-1926, chanteuse",chanteuse,,,,,,,,False,1872-1926,,
Marie-Antoinette,,mariea1,0,,,,,1755,1793,,,,,"1755-1793, reine de France",reine de France,,,,,,,,False,1755-1793,,
"Mariéton, Paul",", Paul",mariet1,0,,,,,1862,1911,,,,,"1862-1911, poète, critique, historien",poète,,,,,,,,False,1862-1911,,
"Marinetti, Filippo Tommaso",", Filippo Tommaso",marine2,0,,,,,1876,1944,,,,,"1876-1944, écrivain italien",écrivain italien,,,,,,,,False,1876-1944,,
"Mariquita, Mme",", Mme",mariqu1,0,,,,,1830,1922,,Female,,,"1830-1922, danseuse, chorégraphe",danseuse,,,,,,,,False,1830-1922,,
"Marius Michel, Henri",", Henri",marius1,0,,,,,1846,1925,,,,,"1846-1925, relieur",relieur,,,,,,,,False,1846-1925,,
"Marivault, Henry de La Coux de",", Henry de La Coux de",mariva1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Marivaux, Pierre Carlet de Chamblain de",", Pierre Carlet de Chamblain de",mariva2,0,,,,,1688,1763,,,,,"1688-1763, auteur dramatique",auteur dramatique,,,,,,,,False,1688-1763,,
"Marlborough, Consuelo Vanderbilt, duchesse de",", Consuelo Vanderbilt, duchesse de",marlbo1,0,,,,,1870,1964,,Female,,,1870-1964,,,,,,,,,False,1870-1964,,
"Marlborough, Lily Price, duchesse douairière de",", Lily Price, duchesse douairière de",marlbo2,0,,,,,,,,Female,,,mariée en 1888,,,,,,,,,False,,1888,
"Marlborough, Charles 9e duc de",", Charles 9e duc de",marlbo3,0,,,,,1871,1934,,Male,,,1871-1934,,,,,,,,,False,1871-1934,,
"Marmottan, Dr Henri",", Dr Henri",marmot1,0,,,,,1832,1914,,,,,1832-1914,,,,,,,,,False,1832-1914,,
"Marnière, Jeanne, pseud. Jeanne Marni",", Jeanne, pseud. Jeanne Marni",marnie1,0,,,,,1854,1910,,,,,"1854-1910, écrivain",écrivain,,,,,,,,False,1854-1910,,
"Marot, Gaston",", Gaston",marot1,0,,,,,1837,1916,,,,,"1837-1916, auteur dramatique",auteur dramatique,,,,,,,,False,1837-1916,,
"Marquet, Albert",", Albert",marque1,0,,,,,1875,1947,,,,,"1875-1947, peintre",peintre,,,,,,,,False,1875-1947,,
"Marquis, Joseph",", Joseph",marqui1,0,,,,,1832,,,,,,"1832?-?, curé à Illiers",curé à Illiers,,,,,,,,False,,,
