ID Number,Title,Date,Role,Play,Subject,Type,Dimensions,Technique,Creator,Publisher,Description,Rights,Physical Collection,Repository,Collection,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
F3423L-03,"Lavinia Fenton as Polly Peachum in ""Beggar's Opera""",,Polly,The Beggar's Opera,"Fenton, Lavinia, 1708-1760; Actors; Costume; Theater--History--18th century--Pictorial works; Women in the theater",Wood engravings,Border 3 3/4 x 5 1/2 inches,Wood engraving,"Hogarth, W.",,"Half-length portrait, wearing lace head-covering and collar.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690836,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1667,1667,1668.jpg,/actors/image/1668.jpg
F3423L-04,"Lavinia Fenton as Polly Peachum in ""The Beggar's Opera""",1728,Polly,The Beggar's Opera,"Fenton, Lavinia, 1708-1760; Actors; Costume; Theater--History--18th century--Pictorial works; Women in the theater",Photomechanical prints; Mezzotints,Sheet 5 x 5 3/4 inches,Photomechanical processes; Mezzotint,"Ellys, J.; Faber, J.",J. Bowles,"Half-length portrait, wearing veil.  Copy of mezzotint made by J. Faber, Jr. and published by J. Bowles. Based on original mezzotint by J. Ellys.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692897,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1668,1668,1669.jpg,/actors/image/1669.jpg
F3423L-05,"Lavinia Fenton as Polly Peachum in ""The Beggar's Opera""",1813,Polly,The Beggar's Opera,"Fenton, Lavinia, 1708-1760; Actors; Costume; Theater--History--18th century--Pictorial works; Women in the theater",Engravings,Border 3 1/2 x 4 inches,Etching; Engraving; Stippling,"Ellys, J.; Cook, H.R.",I.W.H. Payne,Half-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701911,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1669,1669,1670.jpg,/actors/image/1670.jpg
F3423L-07,Portrait of Lavinia Fenton when Duchess of Bolton,1808,,,"Fenton, Lavinia, 1708-1760; Actors; Costume; Theater--History--18th century--Pictorial works; Women in the theater",Engravings,Sheet 4 x 6 3/4 inches,Etching; Engraving,"Craig, W.M.; Mackenzie","Vernor, Hood & Sharp","Bust portrait, band around hair.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701941,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1670,1670,1671.jpg,/actors/image/1671.jpg
F454j-01,Portrait of Joseph Field,,,,"Field, Joseph M., 1810-1856; Actors; Dramatists; Theatrical managers; Theater--History--19th century--Pictorial works",Engravings,Plate marks 6 x 8 3/4 inches,Etching; Engraving; Stippling,"Hollyer, S.",,Bust portrait. Engraver's signed proof.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701961,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1671,1671,1672.jpg,/actors/image/1672.jpg
F454n-01,Portrait of Nathaniel Field,1790,,,"Field, Nathan, 1587-1620?; Actors; Dramatists; Theater--History--17th century--Pictorial works",Engravings,Plate marks 5 1/2 x 7 1/2 inches,Etching; Engraving; Stippling,"Harding, S.; Gardiner, W.N.",E. Harding,"Half-length portrait, hand resting at chest, wearing earring and shirt with embroidery.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702585,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1672,1672,1673.jpg,/actors/image/1673.jpg
F454x-01,"Miss Field as Ariel in ""The Tempest""",,Ariel,The Tempest,"Field, Miss; Actors; Costume; Theater--History--Pictorial works; Women in the theater",Prints (visual works); Drawings,Sheet 3 x 4 3/4 inches,Printing; Drawing (image-making),,,Whole-length portrait.  Line drawing printed in bistre.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701325,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1673,1673,1674.jpg,/actors/image/1674.jpg
F514h-01,"Henry James Finn as Bob Logic in ""Life in London""",1825,Bob Logic,Life in London,"Finn, Henry J. (Henry James), 1787-1840; Actors; Dramatists; Costume; Theater--History--19th century--Pictorial works",Photomechanical prints,Border 4 x 6 1/4 inches,Photomechanical processes,"Johnston, D.C.",,"Whole-length portrait, standing, umbrella in hand, wearing hat and spectacles. Photo-lithographic copy of original drawing.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702548,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1674,1674,1675.jpg,/actors/image/1675.jpg
F514h-02,"Henry James Finn as Paul Pry and Thomas Kilner as Colonel Hardy in a scene from ""Paul Pry""",1872,Paul Pry; Colonel Hardy,Paul Pry,"Finn, Henry J. (Henry James), 1787-1840; Kilner, Thomas, 1777-1862; Actors; Dramatists; Costume; Theater--History--19th century--Pictorial works",Lithographs,Sheet 7 x 10 1/4 inches,Lithography,"Johnston, D.C.",T.H. Morrell,Scene with two characters standing looking at a sheet of paper.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701876,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1675,1675,1676.jpg,/actors/image/1676.jpg
F533c-01,Portrait of Charles Fisher,,,,"Fisher, Charles, 1816-1891; Actors; Theater--History--19th century--Pictorial works",Engravings,Plate marks 6 1/2 x 9 3/4 inches,Etching; Engraving; Stippling,"Hollyer, S.",,Bust portrait with facsimilie autograph.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702208,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1676,1676,1677.jpg,/actors/image/1677.jpg
F533c-02,Portrait of Charles Fisher,,,,"Fisher, Charles, 1816-1891; Actors; Theater--History--19th century--Pictorial works",Image,Mounted sheet 4 1/4 x 7 inches,Photogravure,Sarony,Photogravure Co.,"Half-length portrait, cane and hat in hand.  With text: ""Mr. Charles Fisher of Augustine Daly's Company."" Photograph by Sarony.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702187,2/20/2007,6/11/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1677,1677,1678.jpg,/actors/image/1678.jpg
F533c-03,Portrait of Charles Fisher,,,,"Fisher, Charles, 1816-1891; Actors; Theater--History--19th century--Pictorial works",Photomechanical prints,Sheet 3 3/4 x 5 1/2 inches,Photomechanical processes,,,"Bust portrait, from photograph.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702103,2/20/2007,5/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1678,1678,1679.jpg,/actors/image/1679.jpg
F533c-04,"Charles Fisher as Falstaff in ""Merry Wives of Windsor""",,Falstaff,The Merry Wives of Windsor,"Fisher, Charles, 1816-1891; Actors; Costume; Theater--History--19th century--Pictorial works",Image,Mounted sheet 5 x 7 inches,Photogravure,,,"Whole-length portrait, seated at table holding stein, wearing fur.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739703247,2/20/2007,6/11/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1679,1679,1680.jpg,/actors/image/1680.jpg
F533c-05,"Charles Fisher as Sir Peter Teazle in ""The School for Scandal""",1888,Sir Peter Teazle,The School for Scandal,"Fisher, Charles, 1816-1891; Actors; Costume; Theater--History--19th century--Pictorial works",Image,Sheet 7 x 10 inches,Photogravure,Gebbie & Husson,Gebbie & Co.,"Whole-length portrait, seated on balustrade, holding snuff-box, wearing coat embroidered with flower design.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702264,2/20/2007,6/11/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1680,1680,1681.jpg,/actors/image/1681.jpg
M817gJ-01,Portrait of John Moody,1794,,,"Moody, John, 1727-1812; Actors; Theater--History--18th century--Pictorial works",Engravings,3 3/8 x 3 inches,Stippling; Engraving; Etching,"Spicer; Ridley, W.",J. Parsons,Half-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700535,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1681,1681,1682.jpg,/actors/image/1682.jpg
M817gJ-10,"John Moody as Teague in ""The Committee""",,Teague,The Committee,"Moody, John, 1727-1812; Actors; Costume; Theater--History--18th century--Pictorial works",Engravings,Border 3 5/8 x 5 inches,Etching; Engraving,"Roberts, J.",J. Bell,"Whole-length portrait, wrapped in torn cloth holding a scroll.  With text: ""A poor Irishman & Christ save me & save you all I pr'ythee give me Sixpence good Masters.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702590,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1682,1682,1683.jpg,/actors/image/1683.jpg
M817gJ-11,"John Moody as Teague in ""The Committee""",1779,Teague,The Committee,"Moody, John, 1727-1812; Actors; Costume; Theater--History--18th century--Pictorial works",Engravings,Plate marks 3 1/2 x 4 3/8 inches,Etching; Engraving,Terry,Harrison & Co.,"Whole-length portrait. With text: ""Upon my soul I believe he's dead.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739703229,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1683,1683,1684.jpg,/actors/image/1684.jpg
M817gJ-03,"John Moody as Commodore Flip in ""The Fair Quaker of Deal""",1792,Commodore Flip,The Fair Quaker of Deal,"Moody, John, 1727-1812; Actors; Costume; Theater--History--18th century--Pictorial works",Engravings,Border 3 1/8 x 4 3/8 inches,Etching; Engraving,"De Wilde, S.; Audinet, P.",J. Bell,"Whole-length portrait. With text: ""This lady is dispos'd of, and her inclinations are moor'd to my affections.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739703041,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1684,1684,1685.jpg,/actors/image/1685.jpg
M817gJ-04,"John Moody as Foigard in ""The Stratagem""",,Foigard,The Stratagem,"Moody, John, 1727-1812; Actors; Costume; Theater--History--18th century--Pictorial works",Mezzotints,7 x 10 1/2 inches,Mezzotint,"Zoffany, J.; Marchi, J.",I Wesson,Whole-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702366,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1685,1685,1686.jpg,/actors/image/1686.jpg
M817gj-05,"John Moody as Jobson in ""The Devil to Pay""",1790,Jobson,The Devil to Pay,"Moody, John, 1727-1812; Actors; Costume; Theater--History--18th century--Pictorial works",Engravings,2 7/8 x 3 7/8 inches,Etching; Engraving,"Drummond, S.; Bromley, W.",John Sewell,"Portrait, bust.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739703257,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1686,1686,1687.jpg,/actors/image/1687.jpg
M817gJ-07,"John Moody as Simon in ""Harlequin's Invasion""",1769,Simon,Harlequin's Invasion,"Moody, John, 1727-1812; Actors; Costume; Theater--History--18th century--Pictorial works",Engravings,Plate marks 3 x 3 5/8 inches,Engraving; Etching,,Smith & Sayer,"Whole-length portrait, holding a pitchfork. Colored print.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702290,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1687,1687,1688.jpg,/actors/image/1688.jpg
M817gJ-08,"John Moody as Teague and William Parsons as Obadiah in a scene from ""The Committee""",1776,Teague; Obadiah,The Committee,"Moody, John, 1727-1812; Parsons, William, 1736-1795; Actors; Costume; Theater--History--18th century--Pictorial works",Engravings,3 3/8 x 5 1/4 inches,Etching; Engraving,"Dodd, D.; Collyer, J.",T. Lowndes,"Scene from the play, in a room with Teague supporting Obadiah.  With text: Obad:  ""Good Mr. Teague give me some more sack.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701535,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1688,1688,1689.jpg,/actors/image/1689.jpg
M817gJ-09,"John Moody as Teague in ""The Committee""",1776,Teague,The Committee,"Moody, John, 1727-1812; Actors; Costume; Theater--History--18th century--Pictorial works",Engravings,Border 3 5/8 x 5 inches,Etching; Engraving,"Roberts, J.; Walker",J. Bell,"Whole-length portrait, wrapped in torn cloth, holding scroll. With text: ""A poor Irishman, & Christ save me, & save you all I pry'thee give me sixpence good Masters.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700136,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1689,1689,1690.jpg,/actors/image/1690.jpg
M821m-01,Portrait of Maggie Moore,,,,"Moore, Maggie, 1847-1926; Actors; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Lithographs,7 x 9 inches,Lithography,,,"Portrait, bust.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700874,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1692,1692,1693.jpg,/actors/image/1693.jpg
M875c-01,Portrait of Clara Morris,,,,"Morris, Clara, 1848-1925; Actors; Authors; Theater--History--19th century--Pictorial works",Photomechanical prints,Sheet 2 x 3 inches,Photomechanical processes,,,"Portrait, bust.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700851,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1695,1695,1696.jpg,/actors/image/1696.jpg
M875c-02,"Clara Morris as Odette in ""Odette""",,Odette,Odette,"Morris, Clara, 1848-1925; Actors; Authors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 5 1/2 x 8 1/4 inches,Stippling; Engraving; Etching,"Sarony; Hollyer, S.",,"Portrait, bust, wearing scarf over head and shoulders. Facsimile signature. From a photograph by Sarony.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700960,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1696,1696,1697.jpg,/actors/image/1697.jpg
M875c-03,"Clara Morris as Odette in ""Odette""",,Odette,Odette,"Morris, Clara, 1848-1925; Actors; Authors; Costume; Theater--History--19th century--Pictorial works",Lithographs,6 3/4 x 8 3/4 inches,Lithography,"Baker, J.E.",Armstrong & Co. for Dexter Smith's Paper,"Portrait, bust.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700328,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1697,1697,1698.jpg,/actors/image/1698.jpg
M875e-01,Portrait of Elizabeth Morris (Mrs. Owen Morris),1828,,,"Morris, Elizabeth, 1753-1826; Actors; Theater--History--19th century--Pictorial works; Women in the theater",Engravings,Sheet 8 1/2 x 11 1/4 inches,Stippling; Engraving; Etching,"Johnson, D.C.",Lopez & Wemyss,"Portrait, bust, with head and neck wrapped in cloth. Caption: ""The late Mrs. Morris"".","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700914,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1698,1698,1699.jpg,/actors/image/1699.jpg
M888-01,Portrait of John K. Mortimer,,,,"Mortimer, John K., d. 1878; Actors; Theater--History--19th century--Pictorial works",Wood engravings,Mounted sheet 4 1/4 x 6 1/2 inches,Wood engraving,,,"Portrait, bust.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690988,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1699,1699,1700.jpg,/actors/image/1700.jpg
M891t-01,Portrait of Thomas Morton,,,,"Morton, Thomas, 1764-1838; Dramatists; Theater--History--19th century--Pictorial works",Engravings,8 x 9 1/2 inches,Stippling; Engraving; Etching,"Shee, M.A.; Hunt, T.W.",Virtue & Co.,Half-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692879,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1700,1700,1701.jpg,/actors/image/1701.jpg
M914-01,Portrait of Henry Mossop,1799,,,"Mossop, Henry, 1729?-1774; Actors; Theatrical managers; Theater--History--18th century--Pictorial works",Engravings,3 x 3 5/8 inches,Stippling; Engraving; Etching,,"Mortimer, J.H.; Ridley, W.",Half-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700886,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1702,1702,1703.jpg,/actors/image/1703.jpg
M914-02,"Henry Mossop as Zanga in ""The Revenge""",1776,Zanga,The Revenge,"Mossop, Henry, 1729?-1774; Actors; Costume; Theatrical managers; Theater--History--18th century--Pictorial works",Engravings,Plate marks 3 3/8 x 4 1/2 inches,Etching; Engraving,,I. Wenman,"Whole-length portrait. With text: ""Thus perish all that gives Alonzo pain!""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700318,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1703,1703,1704.jpg,/actors/image/1704.jpg
M928-01,"Jean Mounet-Sully as Hamlet in ""Hamlet""",,Hamlet,Hamlet,"Mounet-Sully, 1841-1916; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,6 5/8 x 8 inches,Etching,"Laurens, J.P.",,"Portrait, bust.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700012,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1705,1705,1706.jpg,/actors/image/1706.jpg
