NAME,VIAF NAME,VARIANTS NAMES,VIAF,WIKIPEDIA,WORLDCAT,LOC,IMDb,IBDb,LOC (Popular Graphic Arts),Notes
"Bland, Mrs. (Maria Theresa Catherine), 1770-1838","Bland, Mrs. (Maria Theresa Catherine), 1770-1838","Bland, Maria Theresa Catherine
Bland (Maria Theresa Catherine), Mrs.
Bland,
Bland, Mrs. George
Bland, Maria Theresa 
Romani (maria Theresa Catherine), Miss
Romani, Miss
Romanzi, Miss
Romanzi (Maria Theresa Catherine), Miss
Romanzie, Miss (Maria Theresa Catherine)
Romanzini, Miss
Romanzini (Maria Theresa Catherine),
Tersi, Maria THeresa Catherine",http://viaf.org/viaf/54072839/,https://en.wikipedia.org/wiki/Maria_Bland,http://www.worldcat.org/identities/lccn-nr99-37031/,http://id.loc.gov/authorities/names/nr99037031,,,,"Dictionary of National Biography: https://en.wikisource.org/wiki/Bland,_Maria_Theresa_(DNB00)"
"Blissett, Francis, 1742?-1824","Blissett, Francis, 1742?-1824","Blissett,
Blissett",http://viaf.org/viaf/11880542,,http://www.worldcat.org/identities/lccn-no93-34027/,http://id.loc.gov/authorities/names/no93034027,,,,
"Blust, Olive",,,,,,,,,,
"Boby, John","Boby, John",,http://viaf.org/viaf/104055021,,http://www.worldcat.org/identities/viaf-104055021/,,,,,
"Bolton, Mary, 1790-1830","Bolton, Mary Catherine 1790-1830","Thurlow, Mary Catherine",http://viaf.org/viaf/83548013/,,http://www.worldcat.org/identities/lccn-no2009-31631/,http://id.loc.gov/authorities/names/no2009031631,,,,
"Bond, Thomas, d. 1635","Bond, Thomas, -1635","Band, Thomas,
Bond, Thomas,
Bond, Tom,",http://viaf.org/viaf/63840139,,http://www.worldcat.org/identities/lccn-no2008-189202/,http://id.loc.gov/authorities/names/no2008189202,,,,
"Booth, Agnes, 1846-1910","Booth, Agnes, 1843-1910","Agnes Booth
Booth, Marian Agnes
Perry, Agnes
Rookes, Marian Agnes
Rookes, Marian Agnes
Schoeffel, Agnes",http://viaf.org/viaf/19505194/,https://en.wikipedia.org/wiki/Agnes_Booth,https://www.worldcat.org/identities/lccn-no2008151825/,http://id.loc.gov/authorities/names/no2008151825,,https://www.ibdb.com/broadway-cast-staff/agnes-booth-405964,,Changed birthdate to 1846
"Booth, Edwin, 1833-1893","Booth, Edwin, 1833-1893","Booth, Edwin Thomas
Edwin Booth
",http://viaf.org/viaf/5724606,https://en.wikipedia.org/wiki/Edwin_Booth,http://www.worldcat.org/identities/lccn-n50-44536/,http://id.loc.gov/authorities/names/n50044536,,https://www.ibdb.com/broadway-cast-staff/edwin-booth-32508,,Additional bio info: Lehigh Univ: https://pfaffs.web.lehigh.edu/node/54246
"Booth, Evangeline, 1865-1950","Booth, Evangeline, 1865-1950","Booth, Eva,
Booth, Evangeline C.
Booth, Evangeline Cory,
Booth, Evangeline Cory.
Booth, Evangeline Cory
Booth, Eva

Booth
Evangeline Booth
",http://viaf.org/viaf/61536523,https://en.wikipedia.org/wiki/Evangeline_Booth,http://www.worldcat.org/identities/lccn-n80-66729/,http://id.loc.gov/authorities/names/n80066729,,,,
"Booth, John Wilkes, 1838-1865","Booth, John Wilkes, 1838-1865","Booth, J. Wilkes
Booth, John W.
Con Uilks But
DÅ¾ons Vilkss BÅ«ts
Ioannes Wilkes Booth
John Wilkes Booth
Wilkes Booth, John
",http://viaf.org/viaf/10647377,https://en.wikipedia.org/wiki/John_Wilkes_Booth,http://www.worldcat.org/identities/lccn-n79-61239/,http://id.loc.gov/authorities/names/n79061239,,https://www.ibdb.com/broadway-cast-staff/john-wilkes-booth-84870,,
"Booth, Junius Brutus, 1796-1852","Booth, Junius Brutus, 1796-1852","Booth, Junius B.
Iunius Brutus Booth
Junius Brutus Booth
",http://viaf.org/viaf/67268287,https://en.wikipedia.org/wiki/Junius_Brutus_Booth,http://www.worldcat.org/identities/lccn-n82-201391/,http://id.loc.gov/authorities/names/n82201391,,https://www.ibdb.com/broadway-cast-staff/junius-brutus-booth-84869,,
"Booth, Junius Brutus, 1821-1883","Booth, Junius Brutus, 1821-1883","Junius Brutus Booth, Jr.",http://viaf.org/viaf/78275273/,"http://en.wikipedia.org/wiki/Special:Search?search=Junius_Brutus_Booth,_Jr.",http://www.worldcat.org/identities/lccn-nb99-33507/,http://id.loc.gov/authorities/names/nb99033507,,https://www.ibdb.com/broadway-cast-staff/junius-brutus-booth-jr-66915,,
"Booth, Mary Devlin, 1840-1863","Booth, Mary Devlin, 1840-1863","Devlin, Mary,
Devlin, Mary",http://viaf.org/viaf/47671830,,http://www.worldcat.org/identities/lccn-n85-362533/,http://id.loc.gov/authorities/names/n85362533,,,,
"Booth, Sarah, 1793-1867","Booth, Sarah 1793-1867","Booth, S.",http://viaf.org/viaf/305040454/,https://en.wikipedia.org/wiki/Sarah_Booth,http://www.worldcat.org/identities/viaf-34145193997070460261/,http://id.loc.gov/authorities/names/no2013076662.html,,,,"Two separate VIAF entries -- the link to Worldcat from one VIAF (http://viaf.org/viaf/305040454/)  links back to different VIAF (http://viaf.org/viaf/34145193997070460261/)
Additionally, LoC entry links back to former VIAF"
"Bosworth, Hobart, 1867-1943","Bosworth, Hobart, 1867-1943","Bosworth, Hobart
Hobart Bosworth
",http://viaf.org/viaf/22402908,https://en.wikipedia.org/wiki/Hobart_Bosworth,http://www.worldcat.org/identities/lccn-n85-151891/,http://id.loc.gov/authorities/names/n85151891,http://www.imdb.com/name/nm0098376/,https://www.ibdb.com/broadway-cast-staff/hobart-bosworth-32594,,
"Boucicault, Dion, 1820-1890","Boucicault, Dion, 1820-1890","Borcicault, Dion,
Borcicault, Dion
Boucicault, Dion L.
Boucicault, Dionysius Lardner
Boucicault, Dionysius Lardner,
Boucicault, Dionysius Lardner.
Boucicault
Bourcicault, Dionysius Larder
Bourcicault, Dionysius Lardner
Bourcicault, Dionysius Lardner,
Bourcicault, Dion
Boursecault, Dion L.
Boursecault, Dionysius L.
Boursiquot, Dionysius Lardner
Boursiquot, Dionysius Lardner.
Boursiquot, Dionysus Lardner,
Boursiquot, Dionysus Lardner
Dion Boucicault
Lardner, Dionisius
",http://viaf.org/viaf/100231834,https://en.wikipedia.org/wiki/Dion_Boucicault,http://www.worldcat.org/identities/lccn-n50-42113/,http://id.loc.gov/authorities/names/n50042113,http://www.imdb.com/name/nm0099105/,https://www.ibdb.com/broadway-cast-staff/dion-boucicault-5050,,
"Bowden, Wright, 1752-1823","Bowden, Wright, 1752-1823","Bowden,
Bowden, Mr. (Wright)",http://viaf.org/viaf/4883381,,http://www.worldcat.org/identities/lccn-nr2004-33322/,http://id.loc.gov/authorities/names/nr2004033322,,,,
"Bowers, Elizabeth Crocker, 1830-1895","Bowers, D. P., Mrs., 1830-1895","Bowers, Mrs.
Brown, Elizabeth
Crocker, Elizabeth
Elizabeth Crocker Bowers
McCollum, Elizabeth",http://viaf.org/viaf/46728551/,https://en.wikipedia.org/wiki/Elizabeth_Crocker_Bowers,http://www.worldcat.org/identities/lccn-nr2007-5914/,http://id.loc.gov/authorities/names/nr2007005914,,,,
"Bowlby, Earle H.",,,,,"http://www.worldcat.org/identities/np-bowlby,%20earle%20h/",,,,,
"Boyce, Miss, fl. 1807",,,,,,,,,,Nothing found
"Braham, John, 1774-1856","Braham, John, 1774-1856.","Abraham, John,
Abraham, John
Braham, ..
Braham, I.,
Braham, I.
Braham, J.
Braham, John
Braham,
Braham
John Braham
",http://viaf.org/viaf/27821078,https://en.wikipedia.org/wiki/John_Braham,http://www.worldcat.org/identities/lccn-n83-47601/,http://id.loc.gov/authorities/names/n83047601,,,,
"Brereton, William, 1751-1787","Brereton, William, 1751-1787","Bereton, William
Brereton,",http://viaf.org/viaf/38938831,,http://www.worldcat.org/identities/lccn-no91-15764/,http://id.loc.gov/authorities/names/no91015764,,,,
"Bristol, Elizabeth Chudleigh, Countess of, 1720-1788","Bristol, Elizabeth Chudleigh, Countess of, 1720-1788","Bristol, Elizabeth Chudleigh
Chudleigh, Elizabeth
Chudleigh, Elizabeth,
Chudleigh
Elizabeth Pierrepont
Elizabeth Pierrepont, Duchess of Kingston-upon-Hull
Hervey, Elizabeth
Hervey, Elizabeth,
Hervey
Kingston upon Hull, Elizabeth Pierrepont,
Kingston upon Hull
Kingston, Elizabeth Chudleigh
Kingston, Elizabeth Chudleigh,
Pierrepont, Elizabeth,",http://viaf.org/viaf/54991495,"https://en.wikipedia.org/wiki/Elizabeth_Pierrepont,_Duchess_of_Kingston-upon-Hull",http://www.worldcat.org/identities/lccn-no90-6208/,http://id.loc.gov/authorities/names/no90006208,,,,
"Broadhurst, Miss, fl. 1773-1796","Broadhurst, Miss, approximately 1775-","Broadhurst, Miss",http://viaf.org/viaf/22036626/,,http://www.worldcat.org/identities/lccn-nr95040946/,http://id.loc.gov/authorities/names/nr95040946,,,,
"Brooke, Gustavus Vaughan, 1818-1866","Brooke, Gustavus Vaughan, 1818-1866","Brooke, G. V.
Gustavus Vaughan Brooke",http://viaf.org/viaf/59037872,https://en.wikipedia.org/wiki/Gustavus_Vaughan_Brooke,http://www.worldcat.org/identities/lccn-nr2005-9027/,http://id.loc.gov/authorities/names/nr2005009027,,,,
"Brooks, Mrs., fl. 1786-1794",,,,,,,,,,
"Brough, Lionel, 1836-1900","Brough, Lionel, 1836-1900","Brough, L.",http://viaf.org/viaf/2042661,https://en.wikipedia.org/wiki/Lionel_Brough,http://www.worldcat.org/identities/lccn-no94-3228/,http://id.loc.gov/authorities/names/no94003228,,,,Inconsistent death date
"Brough, William Francis, 1798-1867","Brough, William Francis, 1798-1867",,http://viaf.org/viaf/90588745,,http://www.worldcat.org/identities/lccn-no2009-99505/,http://id.loc.gov/authorities/names/no2009099505,,,,
"Brougham, John, 1810-1880","Brougham, John, 1810-1880","Brougham, John Mr.",http://viaf.org/viaf/16135965,,http://www.worldcat.org/identities/lccn-n83-8925/,http://id.loc.gov/authorities/names/n83008925,,https://www.ibdb.com/broadway-cast-staff/john-brougham-394322,,
"Broughton, Phyllis, 1861 or 2-1926",,,,,"http://www.worldcat.org/identities/np-broughton,%20phyllis$1926/",,,,,Tentative
"Brown, J., Mrs., d. 1823",,,,,,,,,,Nothing found
"Brown, John Mills, 1781 or 2-1859",,,,,,,,,,Nothing found
"Browne, Solomon James, 1791-1869",,,,,,,,,,Nothing found
"Bruce, Edgar, 1844 or 5-1901","Bruce, Edgar 18..-1901",,http://viaf.org/viaf/316450159/,,http://www.worldcat.org/identities/viaf-316450159/,,,,,Tentative
"Brunton, Anne, 1768-1808","Brunton, Anne, 1768-1808","Ann Brunton Merry
Brunton Merry, Anne
Brunton Merry, Ann
Brunton,
Brunton
Merry, Ann,
Merry, Anne Brunton
Merry, Anne,
Merry, Anne
Merry, Ann
Merry, Robert,
Merry, Robert
Warren, Anne
Wignell, Anne
Wignell,
Wignell",http://viaf.org/viaf/75878906,https://en.wikipedia.org/wiki/Ann_Brunton_Merry,http://www.worldcat.org/identities/lccn-no91-14429/,http://id.loc.gov/authorities/names/no91014429,,,,
"Brunton, John, 1775-1849","Brunton, John, 1775-1849","Brunton (John), Mr.
Brunton, Mr. (John)",http://viaf.org/viaf/88555153/,,http://www.worldcat.org/identities/lccn-no2009-82399/,http://id.loc.gov/authorities/names/no2009082399,,,,Changed death date to 1849
"Brunton, Louisa, ca. 1785-1860","Brunton, Louisa, approximately 1765-1860","Craven, Louisa
Louisa, Countess of Craven",http://viaf.org/viaf/56565655/,"https://en.wikipedia.org/wiki/Louisa,_Countess_of_Craven",http://www.worldcat.org/identities/lccn-nr2005-9035/,http://id.loc.gov/authorities/names/nr2005009035,,,,"Dictionary of National Biography: https://en.wikisource.org/wiki/Craven,_Louisa_(DNB00)"
"Bryant, Dan, 1833-1875","Bryant, Dan, 1833-1875","Bryant, Daniel Webster,
Bryant, Daniel Webster
O'Brien, Dan,
O'Brien, Dan",http://viaf.org/viaf/48794151,https://en.wikipedia.org/wiki/Bryant's_Minstrels,http://www.worldcat.org/identities/lccn-no92-15705/,http://id.loc.gov/authorities/names/no92015705,,,,Wikipedia article is on a troupe that Bryant was a member of
"Buchanan, McKean, 1823-1872","Buchanan, McKean, 1823-1872",,http://viaf.org/viaf/41458555,,http://www.worldcat.org/identities/lccn-no98-74363/,http://id.loc.gov/authorities/names/no98074363,,,,
"Buchinger, Matthew, d. 1739","Buchinger, Matthew, -1739","Buchinger, Matthew,
Buchinger, Matthew
Buckinger, Matthew,
Buckinger, Matthew
Buchinger, Matthias",http://viaf.org/viaf/6470523,https://en.wikipedia.org/wiki/Matthias_Buchinger,http://www.worldcat.org/identities/lccn-n88-7798/,http://id.loc.gov/authorities/names/n88007798,,,,"Individual has 2 VIAF and 2 Worldcat entries for different spellings of his name and different birth/death dates, but all sources describe him as a German born without arms are legs "
"Buckley, G. S. (George Swayne), 1829-1879","Buckley, G. S. (George Swayne), 1829-1879","Buckley, G. Swaine",http://viaf.org/viaf/58975752/,,"http://www.worldcat.org/identities/np-buckley,%20g%20s$george%20swayne$1829%201879/",http://id.loc.gov/authorities/names/nr95044930.html,,https://www.ibdb.com/broadway-cast-staff/g-swaine-buckley-442033,,"Additional Wikipedia about a troupe the individual was a amember of: https://en.wikipedia.org/wiki/Buckley%27s_Serenaders

IBDb is tentative"
"Buckstone, John Baldwin, 1802-1879","Buckstone, John Baldwin, 1802-1879","Buckstone, J. B.,
Buckstone, J. B.
Buckstone, John Baldwine
John Baldwin Buckstone
",http://viaf.org/viaf/77054583,https://en.wikipedia.org/wiki/John_Baldwin_Buckstone,http://www.worldcat.org/identities/lccn-n82-102548/,http://id.loc.gov/authorities/names/n82102548,,https://www.ibdb.com/broadway-cast-staff/john-baldwin-buckstone-412345,,"Encyclopedia Britannica: https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Buckstone,_John_Baldwin"
"Bulger, Harry, 1872-1926","Bulger, Harry",,http://viaf.org/viaf/9305462/,,http://www.worldcat.org/identities/lccn-n2007089360/,http://id.loc.gov/authorities/names/n2007089360,,https://www.ibdb.com/broadway-cast-staff/harry-bulger-33596,,
"Bulkley, Mary, 1748-1792","Bulkley, Mary, 1748-1792","Bulkley, George,
Bulkley,
Ebenezer, Barisford,
Ebenezer, Mary,
Wilford, Mary,",http://viaf.org/viaf/46324165,,http://www.worldcat.org/identities/lccn-no91-16579/,http://id.loc.gov/authorities/names/no91016579,,,,
"Buller, Mr.","Buller, John",,http://viaf.org/viaf/93592803/,,http://www.worldcat.org/identities/lccn-n85-29969/,http://id.loc.gov/authorities/names/n85029969.html,,,,Tentative -- added for a book of librettos and associated subject of Operas--Librettos
"Bullock, William, ca. 1667-1742","Bullock, William, approximately 1667-1742","William Bullock
Bullock, Mr. (William)",http://viaf.org/viaf/78352276/,https://en.wikipedia.org/wiki/William_Bullock_(actor),http://www.worldcat.org/identities/lccn-no93-33403/,http://id.loc.gov/authorities/names/no93033403,,,,
"Bunn, Alfred, 1796?-1860","Bunn, Alfred, 1796?-1860","Alfred Bunn
Bunn, A.
Bunn, Alfred
Bunn,",http://viaf.org/viaf/31984954,https://en.wikipedia.org/wiki/Alfred_Bunn,http://www.worldcat.org/identities/lccn-n82-94926/,http://id.loc.gov/authorities/names/n82094926,,https://www.ibdb.com/broadway-cast-staff/alfred-bunn-119171,,
"Bunn, Margaret Agnes, 1799-1883","Bunn, Margaret Agnes, 1799-1883","Bunn,
Bunn
Margaret Agnes Bunn
Somerville, Margaret Agnes,
Somerville, Margaret Agnes",http://viaf.org/viaf/43860440,https://en.wikipedia.org/wiki/Margaret_Agnes_Bunn,http://www.worldcat.org/identities/lccn-no91-5688/,http://id.loc.gov/authorities/names/no91005688,,,,National Library of Australia: http://nla.gov.au/nla.party-1525994
"Buntline, Ned, 1822 or 3-1886","Buntline, Ned, 1822 or 3-1886","Author of The ocean queen
Judson, E. Z. C.
Judson, E. Z. C. (Edward Zane Carroll)
Judson, Edward Z. C. 
Judson, Edward Z. C. (Edward Zane Carroll)
Judson, Edward Zane Carroll
Ned Buntline
Ocean queen, Author of the",http://viaf.org/viaf/26008329/,https://en.wikipedia.org/wiki/Ned_Buntline,http://www.worldcat.org/identities/lccn-n84-130517/,http://id.loc.gov/authorities/names/n84130517,,,,National Library of Australia: http://nla.gov.au/anbd.aut-an35894751
"Burbage, Richard, 1567?-1619","Burbage, Richard, 1567?-1619","Richard Burbage
",http://viaf.org/viaf/15563404,https://en.wikipedia.org/wiki/Richard_Burbage,http://www.worldcat.org/identities/lccn-nr91-1065/,http://id.loc.gov/authorities/names/nr91001065,,,,
"Burke, Charles Saint Thomas, 1822-1854",http://viaf.org/viaf/19287257/,"Burke, Charle",http://viaf.org/viaf/19287257/,,http://www.worldcat.org/identities/lccn-no97-53593/,http://id.loc.gov/authorities/names/no97053593,,,,
"Burke, Ione, fl. 1870","Burke, Ione, active 19th century",,http://viaf.org/viaf/86318932/,,http://www.worldcat.org/identities/lccn-no2009-50297/,http://id.loc.gov/authorities/names/no2009050297,,https://www.ibdb.com/broadway-cast-staff/ione-burke-84438,,IBDb is tentative
"Burke, Joseph, 1818-1902","Burke, Joseph, 1818-1902","Burke,
Burke
Master Burke,
Master Burke",http://viaf.org/viaf/19610476,,http://www.worldcat.org/identities/lccn-nr2001-51901/,http://id.loc.gov/authorities/names/nr2001051901,,,,
"Burke, Thomas, d. 1825",,,,,,,,,,Nothing found
"Burnett, Alfred, b. 1823 or 4","Burnett, Alfred, 1824-1884",,http://viaf.org/viaf/86359828/,,http://worldcat.org/identities/lccn-no2009057259/,http://id.loc.gov/authorities/names/no2009057259,,,,
"Burrell, Miss, b. 1795",,,,,,,,,,Nothing found
"Burton, John, 1763-1797?",,,,,,,,,,
"Burton, William Evans, 1802-1860","Burton, William E. (William Evans) 1802-1860","Burton, W. 1802-1860
Burton, W. E. 1802-1860
Burton, W. (William), 1802-1860
Burton, William E.
Burton, William Evans 1802
Bruton, William Evans 1802-1860
William Evans Burton Brits acteur (1804-1860)
William Evans Burton English actor, playwright, theater manager and publisher in the United States",http://viaf.org/viaf/3542295/,http://en.wikipedia.org/wiki/Special:Search?search=William_Evans_Burton,http://worldcat.org/identities/lccn-n83065101/,http://id.loc.gov/authorities/names/n83065101,,https://www.ibdb.com/broadway-cast-staff/william-e-burton-87738,,Different birth dates
"Butler, Pierce, 1807-1867","Butler, Pierce, 1807-1867","Butler, Pierce M.,",http://viaf.org/viaf/39238570,,http://www.worldcat.org/identities/lccn-nr92-12691,http://id.loc.gov/authorities/names/nr92012691,,,,
"Byrne, Eleanor, fl. 1817",,,,,,,,,,Nothing found
"Cald, Mary Carlton",,,,,,,,,,Nothing found
"Cameron, Violet, 1862-1919","Cameron, Violet, 1862-1919","Bensaude, Violet de,
Cameron,
Thompson, Violet Lydia,
Violet Cameron",http://viaf.org/viaf/90581053,https://en.wikipedia.org/wiki/Violet_Cameron,http://www.worldcat.org/identities/lccn-no2009-98079/,http://id.loc.gov/authorities/names/no2009098079,,,,
"Campbell, Ellen, fl. 1810",,,,,,,,,,Nothing found
"Campbell, Stella Patrick, 1865-1940","Campbell, Patrick Mrs., 1865-1940","Bayan Patrick Campbell
Beatrice Stella Campbell brittisk skadespelare
Campbell 1865-1940 Mrs
Campbell, Beatrice S. 1865-1940
Campbell, Beatrice Stella Tanner-
Campbell, Mrs
Campbell Mrs. 1865-1940
Campbell, Mrs. Patrick
Campbell Mrs Patrick 1865-1940

Campbell, Patrick 1865-1940 Mrs

Campbell, Patrick Mrs

Campbell, Patrick Mrs. 1865-1940

Campbell, Stella

Campbell, Stella 1865-1940

Campbell, Stella P. 1865-1940

Campbell, Stella Patrick 1865-1940

Cornwallis-West, Beatrice Stella

Cornwallis-West, George Mrs

Cornwallis-West, Stella 1865-1940

Mrs. Pat

Mrs. Patrick Campbell britische Theaterschauspielerin

Mrs. Patrick Campbell britisk skuespiller

Mrs. Patrick Campbell Brits acteur

Mrs. Patrick Campbell Brits actrice

Pat 1865-1940 Mrs

Pat Mrs. 1865-1940

Patrick Campbell

Patrick Campbell, Stella 1865-1940

Tanner, Beatrice Rose Stella

Tanner, Beatrice Rose Stella 1865-1940

Tanner, Beatrice S. 1865-1940

Tanner, Beatrice Stella

Tanner, Beatrice Stella, 1865-1940

Tanner-Campbell, Beatrice Stella

West, Stella Cornwallis- 1865-1940

Кэмпбелл, Стелла Патрик 1865-1940

Патрик Кэмпбелл, Стелла
",http://viaf.org/viaf/59346773,http://en.wikipedia.org/wiki/Special:Search?search=Mrs_Patrick_Campbell,https://www.worldcat.org/identities/lccn-n83189271/,http://id.loc.gov/authorities/names/n83189271,http://www.imdb.com/name/nm0132742/,http://ibdb.com/person.php?id=10068,,Birth date altered based on UIUC collection entry
